Dog Barking Record 
2023-12-05 11:18:56.783812
2023-12-05 22:49:34.587165
2023-12-05 22:49:40.032239
2023-12-05 23:00:53.069909
2023-12-05 23:02:25.987380
2023-12-06 01:23:15.944125
2023-12-06 01:23:37.048276
